Marca temporal,How much money have you used in-game?,SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Do you think Aniplex and DW care about the F2P NA player and fanbase?,"The NA server added NP subtitles into the game recently which was a great addition; do you think they should add the translations to the ascension, leveling up dialogues and Da Vinci shop dialogues, like the CN server does?","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),"Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Do you think Aniplex and DW care about the NA player and fanbase?,"The NA server added NP subtitles into the game recently which was a great addition; do you think they should add the translations to the ascension, leveling up dialogues and Da Vinci shop dialogues, like the CN server does?","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),"Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Do you think Aniplex and DW care about the NA player and fanbase?,"The NA server added NP subtitles into the game recently which was a great addition; do you think they should add the translations to the ascension, leveling up dialogues and Da Vinci shop dialogues, like the CN server does?","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),"Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Do you think Aniplex and DW care about the NA player and fanbase?,"The NA server added NP subtitles into the game recently which was a great addition; do you think they should add the translations to the ascension, leveling up dialogues and Da Vinci shop dialogues, like the CN server does?","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),"Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Do you think Aniplex and DW care about the NA player and fanbase?,"The NA server added NP subtitles into the game recently which was a great addition; do you think they should add the translations to the ascension, leveling up dialogues and Da Vinci shop dialogues, like the CN server does?","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),"Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Do you think Aniplex and DW care about the NA player and fanbase?,"The NA server added NP subtitles into the game recently which was a great addition; do you think they should add the translations to the ascension, leveling up dialogues and Da Vinci shop dialogues, like the CN server does?","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),"Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Do you think Aniplex and DW care about the NA player and fanbase?,"The NA server added NP subtitles into the game recently which was a great addition; do you think they should add the translations to the ascension, leveling up dialogues and Da Vinci shop dialogues, like the CN server does?","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),"Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?"
8/01/2020 15:13:00,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Okita Souji, Mordred, Nero Claudius [Bride], Arthur Pendragon [Prototype]","Gilgamesh, Artoria Pendragon [Archer], Ishtar, James Moriarty",Scathach,Ozymandias,"Tamamo-no-mae, Xuanzang, Merlin, Scheherazade, Nero Claudius [Caster]","Jack the Ripper, King Hassan","Vlad III, Cu Chulainn [Alter], Minamoto no Raikō, Mysterious Heroine X (Alter)",Jeanne D'arc,Jeanne D'arc [Alter],Meltlilith,Katsushika Hokusai,Yes,Between 2 years and 6 months,31,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",None,Not Sure,"Yes, it would be a great addition.","No, I think NA shouldn't try to catch up in those dead weeks.",Okita,,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:13:31,F2P,Artoria Pendragon,Gilgamesh,Enkidu,Quetzalcoatl,Merlin,,,,,,,No,Between 15 and 18 months,5,"Yes, I have saved for a Servant.","Yes, I got the servant(s) that I saved quartz for.","Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Auto-Play,Not Sure,"Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",Gilgamesh,Gilles de Rais,Female,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:13:52,Low-High Spender (101-200~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Okita Souji, Mordred, Nero Claudius [Bride], Miyamoto Musashi","Gilgamesh, Orion, Ishtar, James Moriarty","Scathach, Brynhildr, Artoria Pendragon [Lancer], Ereshkigal","Francis Drake, Ozymandias, Quetzalcoatl, Artoria Pendragon [Rider Alter]","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci, Merlin","Jack the Ripper, MHX, King Hassan, Osakabehime","Florence Nightingale, Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou",,Meltlilith,"Abigail Williams, Katsushika Hokusai",Yes,Between 3 and 6 months,30,"Yes, I have saved for a Servant.","Yes, I got the servant(s) that I saved quartz for.","Slow, the content should be released faster to catch up CN/JP/TW","Bad, DW and Aniplex should do a better management of the NA server",Both,"No, they've been doing not a good job to keep the players in the game.","Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",All of them,,Other,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:14:05,F2P,"Okita Souji, Nero Claudius [Bride], Miyamoto Musashi","Gilgamesh, Orion",Scathach,,"Tamamo-no-mae, Merlin",Cleopatra,,Jeanne D'arc,Jeanne D'arc [Alter],,,No,More than 2 years and 6 months,11,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",None,"No, they've been doing not a good job to keep the F2P players in the game.","Yes, it would be a great addition.","No, I think NA shouldn't try to catch up in those dead weeks.",Scathach (Lancer),,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:14:09,Occasional Spender (1-50~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Okita Souji, Nero Claudius [Bride]","Orion, Artoria Pendragon [Archer], Ishtar","Artoria Pendragon [Lancer], Tamamo no Mae [Lancer], Enkidu, Ereshkigal",,"Zhuge Liang [El-Melloi II], Xuanzang, Merlin","Jack the Ripper, King Hassan","Sakata Kintoki, Mysterious Heroine X (Alter)",Jeanne D'arc,Jeanne D'arc [Alter],,Katsushika Hokusai,Yes,Between 18 and 21 months,23,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",None,Not Sure,"Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",Ereshkigal,,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:14:31,Moderate Spender (51-100~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Mordred, Miyamoto Musashi","Gilgamesh, Orion, Nikola Tesla, Arjuna, Artoria Pendragon [Archer], Ishtar, James Moriarty","Scathach, Karna, Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer], Ereshkigal","Francis Drake, Iskandar, Quetzalcoatl, Artoria Pendragon [Rider Alter]","Merlin, Nero Claudius [Caster]","Jack the Ripper, Cleopatra, King Hassan","Vlad III, Cu Chulainn [Alter], Minamoto no Raikō","Jeanne D'arc, Sherlock Holmes",Edmond Dantes,"Meltlilith, Sesshōin Kiara",Abigail Williams,No,More than 2 years and 6 months,52,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",None,Not Sure,"Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",Kiara,Stheno and Euryale,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:14:40,F2P,"Mordred, Nero Claudius [Bride]",,Brynhildr,Ozymandias,Scheherazade,Shuten Douji,,Jeanne D'arc,,Sesshōin Kiara,,Yes,More than 2 years and 6 months,8,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Auto-Play,Not Sure,"Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",EMIYA,,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:14:57,F2P,,Orion,,"Francis Drake, Queen Medb","Tamamo-no-mae, Illyasviel von Einzbern, Merlin",,"Vlad III, Minamoto no Raikō, Mysterious Heroine X (Alter)",Jeanne D'arc,Jeanne D'arc [Alter],,Abigail Williams,Yes,More than 2 years and 6 months,14,"Yes, I have saved for a Servant.","Yes, I got the servant(s) that I saved quartz for.","Slow, the content should be released faster to catch up CN/JP/TW","Bad, DW and Aniplex should do a better management of the NA server",Auto-Play,"No, they've been doing not a good job to keep the F2P players in the game.","Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",Illya,Schez,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:15:13,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Okita Souji",Ishtar,Ereshkigal,Francis Drake,"Zhuge Liang [El-Melloi II], Nero Claudius [Caster]",Jack the Ripper,,Jeanne D'arc,,,"Abigail Williams, Katsushika Hokusai",No,Between 6 and 12 months,13,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Auto-Play,"Yes, they do a great job to incentive to keep the players in the game.","Yes, it would be a great addition.","No, I think NA shouldn't try to catch up in those dead weeks.",Jeanne d'Arc,Minamoto no Raikō,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:15:18,Occasional Spender (1-50~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Mordred","Gilgamesh, Arjuna, Artoria Pendragon [Archer], Ishtar","Karna, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer], Ereshkigal","Queen Medb, Ozymandias","Zhuge Liang [El-Melloi II], Xuanzang, Leonardo Da Vinci, Merlin",,Vlad III,Jeanne D'arc,Jeanne D'arc [Alter],,,No,Between 15 and 18 months,19,"Yes, I have saved for a Servant.","No, I didn't get the servant(s) that I saved quartz for.","Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",Auto-Play,"Yes, they do a great job to incentive to keep the players in the game.","Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",Scathach,Shuten Douji,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:15:22,Occasional Spender (1-50~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Mordred",Gilgamesh,"Brynhildr, Artoria Pendragon [Lancer]",,"Zhuge Liang [El-Melloi II], Tamamo-no-mae","Jack the Ripper, Shuten Douji, Cleopatra",Mysterious Heroine X (Alter),,,,,Yes,Between 15 and 18 months,17,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",None,"Yes, they do a great job to incentive to keep the players in the game.","No, it's not a priority in the game right now.","Yes, I think NA should try to catch up in those dead weeks.",Mochizuki Chiyome,JAlter,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:15:29,F2P,,Ishtar,Artoria Pendragon [Lancer],,Zhuge Liang [El-Melloi II],,Vlad III,,,,Katsushika Hokusai,No,Between 1 and 3 months,5,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Slow, the content should be released faster to catch up CN/JP/TW","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Not Sure,"Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",Ishtar,Blackbeard,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:15:47,Occasional Spender (1-50~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nero Claudius [Bride], Miyamoto Musashi","Gilgamesh, Artoria Pendragon [Archer]","Scathach, Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer], Ereshkigal","Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Merlin, Nero Claudius [Caster]",King Hassan,Vlad III,,Jeanne D'arc [Alter],,Katsushika Hokusai,Yes,More than 2 years and 6 months,20,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,"Yes, they do a great job to incentive to keep the players in the game.","Yes, it would be a great addition.","No, I think NA shouldn't try to catch up in those dead weeks.",Qin Shi Huang,Columbus ,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:15:55,High Spender (201-300~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Okita Souji, Mordred, Miyamoto Musashi","Gilgamesh, Orion, Arjuna, Artoria Pendragon [Archer], Ishtar","Scathach, Karna, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer], Enkidu, Ereshkigal","Francis Drake, Queen Medb, Ozymandias, Quetzalcoatl, Artoria Pendragon [Rider Alter]","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci, Merlin, Nero Claudius [Caster]","Jack the Ripper, Shuten Douji, King Hassan","Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō, Mysterious Heroine X (Alter)","Jeanne D'arc, Amakusa Shirou",,"Meltlilith, Sesshōin Kiara","Abigail Williams, Katsushika Hokusai",No,Between 21 months and 2 years,,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Not Sure,"No, it's not a priority in the game right now.",Indifferent,,,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:15:55,F2P,Mordred,"Gilgamesh, Arjuna",Tamamo no Mae [Lancer],,,"King Hassan, Osakabehime",,,,,Abigail Williams,No,Between 6 and 12 months,7,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Not Sure,"Yes, it would be a great addition.",Indifferent,Lancelot,Ereshkigal,Prefer not to say,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:16:09,F2P,,,,,,,,,,,Katsushika Hokusai,Yes,Between 3 and 6 months,1,"Yes, I have saved for a Servant.","No, I didn't get the servant(s) that I saved quartz for.","Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,"No, they've been doing not a good job to keep the F2P players in the game.","Yes, it would be a great addition.","No, I think NA shouldn't try to catch up in those dead weeks.",,,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:16:11,Moderate Spender (51-100~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred, Nero Claudius [Bride]","Gilgamesh, Orion, Arjuna, Ishtar","Karna, Artoria Pendragon [Lancer], Ereshkigal","Ozymandias, Artoria Pendragon [Rider Alter]","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Leonardo Da Vinci, Merlin",Jack the Ripper,Minamoto no Raikō,"Jeanne D'arc, Amakusa Shirou",,Sesshōin Kiara,,Yes,Between 21 months and 2 years,22,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,"Yes, they do a great job to incentive to keep the players in the game.","Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",Ereshkigal,Fionn,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:16:33,Occasional Spender (1-50~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Okita Souji","Gilgamesh, Orion, Nikola Tesla","Karna, Enkidu, Ereshkigal",Ozymandias,"Zhuge Liang [El-Melloi II], Nero Claudius [Caster]","Cleopatra, King Hassan",Mysterious Heroine X (Alter),Jeanne D'arc,Edmond Dantes,,"Abigail Williams, Katsushika Hokusai",No,More than 2 years and 6 months,18,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Not Sure,"Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",Gilgamesh,,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 15:16:37,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Okita Souji, Mordred, Nero Claudius [Bride], Arthur Pendragon [Prototype]",Artoria Pendragon [Archer],"Scathach, Enkidu",,"Zhuge Liang [El-Melloi II], Merlin, Nero Claudius [Caster]",Jack the Ripper,"Vlad III, Hijikata Toshizō",Jeanne D'arc,Edmond Dantes,,Katsushika Hokusai,Yes,Between 2 years and 6 months,21,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Auto-Play,Not Sure,"Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",Nero,kiyohime,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
